physician_id,npi,first_name,last_name,specialty,territory_id,city,state,years_in_practice,medical_school
PH-1300,7699242773,Christy,Fletcher,Emergency Medicine,T-028,Lake Amanda,MA,26,"Taylor, Taylor and Parks Medical School"
PH-1301,0914016933,Kathleen,Thompson,Family Practice,T-013,Kellyborough,ME,2,Keller-Jacobs Medical School
PH-1302,8290755154,Hannah,Martinez,Nephrology,T-038,Brownmouth,MD,2,Carroll-Lynch Medical School
PH-1303,1383100643,Jason,Moore,Emergency Medicine,T-026,Haneyberg,PW,11,Vasquez Group Medical School
PH-1304,7331680664,Jessica,Johnson,Nephrology,T-040,Smithside,MN,22,Young Inc Medical School
PH-1305,5952984241,Jessica,Johnson,Gastroenterology,T-029,Moodyport,VA,40,Anderson Group Medical School
PH-1306,4067582676,Devin,Carroll,Internal Medicine,T-017,Port Saraburgh,AL,20,Sanchez Group Medical School
PH-1307,3856461497,Joseph,Larson,Emergency Medicine,T-016,North Alexandra,IL,7,"Hale, Duncan and Washington Medical School"
PH-1308,9849149860,Bridget,Oliver,Endocrinology,T-027,Lisatown,VI,23,Harper-Mcbride Medical School
PH-1309,3266432239,Jonathan,James,Internal Medicine,T-009,North Eric,OH,35,"Padilla, Gilmore and Shaffer Medical School"
PH-1310,1159485340,Adam,Jones,Internal Medicine,T-037,Kimburgh,DC,17,Velasquez PLC Medical School
PH-1311,4742256787,Caleb,Palmer,Neurology,T-008,East Jamie,NC,15,"Payne, Webb and Rivera Medical School"
PH-1312,8416806134,Barbara,Wood,Geriatrics,T-030,Taylorshire,PA,20,"Compton, Schmitt and Myers Medical School"
PH-1313,5867949638,John,Smith,Family Practice,T-012,Moorefurt,AS,17,Williams PLC Medical School
PH-1314,0926166201,Robert,Kelly,Geriatrics,T-030,Jessicahaven,MT,29,Rivera-Wade Medical School
PH-1315,8655575124,Thomas,Hill,Cardiology,T-011,North Paulmouth,MA,34,"Buchanan, Perry and Schmidt Medical School"
PH-1316,2405166545,Daniel,Thompson,Cardiology,T-034,Michelleview,CA,20,"Chapman, Kennedy and Phillips Medical School"
PH-1317,2338686083,Mary,Hoover,Cardiology,T-024,Lake Bryantown,IA,10,Lee-Macias Medical School
PH-1318,4423860205,Jessica,Fernandez,Cardiology,T-015,North Tonya,WI,37,Francis-Lewis Medical School
PH-1319,9096197979,Natalie,Taylor,Endocrinology,T-037,Matthewberg,OH,40,Rodriguez-Cox Medical School
PH-1320,9480450735,Karen,Gray,Cardiology,T-023,Evanshaven,AL,40,"Morris, Bowman and Ashley Medical School"
PH-1321,9405980260,Gary,Jensen,Internal Medicine,T-008,Dylanton,AS,29,Montes LLC Medical School
PH-1322,8925849073,Megan,Hernandez,Internal Medicine,T-010,North Anna,NV,39,"Stevens, Mitchell and Kim Medical School"
PH-1323,5951418648,Jennifer,Harris,Family Practice,T-036,Port Catherine,WY,13,"Meyer, Sanders and Robertson Medical School"
PH-1324,4196233260,Jillian,Ward,Cardiology,T-037,Moranview,GA,26,Fisher-Castillo Medical School
PH-1325,8317306629,Jason,Levy,Oncology,T-031,West Christopherhaven,MH,18,Harrison PLC Medical School
PH-1326,2426559469,Ana,Huff,Family Practice,T-024,Reillybury,DC,23,Hardy-Robinson Medical School
PH-1327,7179890223,Thomas,Carey,Cardiology,T-031,North Jeanettechester,MD,11,Salas-Klein Medical School
PH-1328,7084779541,Courtney,Wallace,Nephrology,T-032,Edwardsborough,OR,5,"Jones, Cardenas and Hancock Medical School"
PH-1329,8907378159,Calvin,Snyder,Family Practice,T-010,New Biancastad,NY,40,"Gill, Burton and Jackson Medical School"
PH-1330,8384887638,Andrew,Moore,Internal Medicine,T-024,Lake Timothyland,FL,35,Wheeler Ltd Medical School
PH-1331,1219051881,Eric,Bradley,Cardiology,T-023,Booneville,NY,17,Ochoa Inc Medical School
PH-1332,7066901079,David,Castillo,Family Practice,T-031,New Angela,MS,31,"Lawson, Hall and Hill Medical School"
PH-1333,8649703506,Travis,Stevens,Family Practice,T-034,Atkinsbury,ID,9,Gomez-Griffin Medical School
PH-1334,7731231555,Crystal,Maldonado,Internal Medicine,T-025,Scottton,MI,18,Schneider PLC Medical School
PH-1335,7993844404,Michael,Hicks,Pulmonology,T-040,North Teresa,ME,17,Parker Group Medical School
PH-1336,0123503687,Daniel,Burton,Geriatrics,T-015,Fuentesside,PA,15,Manning PLC Medical School
PH-1337,7797802344,Michael,Hunt,Endocrinology,T-039,Robertfort,OK,13,Johnson-Juarez Medical School
PH-1338,3664016329,Luis,Robinson,General Practice,T-009,Hunterborough,VI,40,Kelly Group Medical School
PH-1339,5729273186,Suzanne,Schroeder,Family Practice,T-027,Lake Benjamin,OK,21,Rivera LLC Medical School
PH-1340,4233241651,Andrea,Sims,Family Practice,T-016,Amandashire,NE,9,Johnson-Owens Medical School
PH-1341,3446746215,Julia,Armstrong,Family Practice,T-038,Debrafort,KY,19,"Frederick, Hickman and Wilson Medical School"
PH-1342,1705022181,Richard,Arnold,Pulmonology,T-035,Patriciaville,IN,18,Monroe-Contreras Medical School
PH-1343,6094837740,Jill,Anderson,Internal Medicine,T-039,New Richard,TN,4,"Shea, Maddox and Townsend Medical School"
PH-1344,0265099621,Angela,Lopez,Family Practice,T-032,Chavezville,PA,40,"Gray, Perry and Graham Medical School"
PH-1345,1025634202,Laura,Massey,Internal Medicine,T-017,Lake Holly,IN,37,Austin-Stephens Medical School
PH-1346,1376836759,Joy,Davis,Endocrinology,T-013,Mendezmouth,FL,26,"Torres, Olsen and Martinez Medical School"
PH-1347,4092335174,Melissa,Velez,Geriatrics,T-004,Keithberg,VI,39,Li-Rodriguez Medical School
PH-1348,6372631995,Jill,Day,Hospitalist,T-013,Michaelburgh,SC,32,Tucker Group Medical School
PH-1349,6414900385,Aaron,White,Internal Medicine,T-038,Matthewborough,MP,28,Chan-Schaefer Medical School
PH-1350,4867228839,Aaron,Harrison,Internal Medicine,T-003,East Carl,MN,28,Gray-Stevenson Medical School
PH-1351,1574932511,Jose,Harrington,Family Practice,T-034,Foxmouth,OR,16,Lewis-Anderson Medical School
PH-1352,0409543776,Roger,Palmer,Internal Medicine,T-038,Lake Allisonstad,NY,8,Brown Ltd Medical School
PH-1353,8731439151,Shawna,Wright,Nephrology,T-006,Olsonchester,GA,14,"Garcia, Mcbride and Tucker Medical School"
PH-1354,8187109685,Rodney,Anderson,Internal Medicine,T-010,Combschester,SD,3,"Pearson, Smith and Shields Medical School"
PH-1355,9331542306,Arthur,Lopez,Emergency Medicine,T-012,East Susanchester,VI,31,Davila-Vazquez Medical School
PH-1356,5052241142,Anthony,Ortiz,Nephrology,T-005,North Leslieview,MD,25,"Chapman, Thomas and Davis Medical School"
PH-1357,6633822224,Benjamin,Esparza,Cardiology,T-031,Port Tiffany,DC,21,Ortega Inc Medical School
PH-1358,5620190113,Jonathan,Parker,Geriatrics,T-039,New Craig,IN,22,"Thompson, White and Gray Medical School"
PH-1359,1323945645,David,Torres,Rheumatology,T-020,Evansport,RI,13,Patterson-Smith Medical School
PH-1360,4986634209,Stephanie,Wright,Internal Medicine,T-036,Fieldsfort,SC,33,Hill PLC Medical School
PH-1361,8529735615,Haley,Osborn,Nephrology,T-013,Watsonmouth,OK,17,Adams Group Medical School
PH-1362,2538096641,Joseph,Patton,Internal Medicine,T-008,Jeffreyfurt,PR,27,"Wolfe, Moore and Humphrey Medical School"
PH-1363,4665353896,David,Schultz,Cardiology,T-008,Julieberg,LA,8,Rich Ltd Medical School
PH-1364,6792415712,Danielle,Boyer,Emergency Medicine,T-013,Tapiaside,IN,39,Nelson-Bentley Medical School
PH-1365,4685863906,Kristen,Long,Cardiology,T-028,West Ariana,OR,25,"Young, Franklin and Preston Medical School"
PH-1366,8161538116,Penny,Robertson,Gastroenterology,T-002,Lake Steven,AK,18,Johnson and Sons Medical School
PH-1367,7260720148,Christina,Olsen,Endocrinology,T-030,New Paulafurt,VA,39,Berry-Wilson Medical School
PH-1368,1463947625,Dawn,Massey,Hospitalist,T-029,South Megan,LA,30,Christensen-Harris Medical School
PH-1369,3917299403,Randall,Armstrong,Family Practice,T-021,Lake Danielchester,UT,30,Higgins-Bradley Medical School
PH-1370,1967068335,Jeffrey,Rodriguez,Internal Medicine,T-017,South Danielstad,WY,40,"Johnson, Morales and Higgins Medical School"
PH-1371,9949013334,Teresa,Lewis,Internal Medicine,T-015,Whitakerborough,TX,9,Ferguson-Garcia Medical School
PH-1372,0984101679,Jay,Jones,Family Practice,T-031,Reginaland,CT,23,Smith-Campbell Medical School
PH-1373,9100420288,Mariah,Butler,Neurology,T-030,Frostfurt,PW,33,"Kidd, Adkins and Jones Medical School"
PH-1374,9903421348,Paula,Michael,Geriatrics,T-009,Angelaberg,AR,1,Flores Inc Medical School
PH-1375,6079179138,Patrick,Miller,Oncology,T-011,Garcialand,WY,34,Wilson-Mcdowell Medical School
PH-1376,1940247028,Angela,Rios,Internal Medicine,T-032,Christopherberg,MP,15,"Stevens, Chen and Stewart Medical School"
PH-1377,7193678576,Kelly,Patterson,Family Practice,T-014,East Angelaland,AZ,8,"Porter, Mendez and Rodriguez Medical School"
PH-1378,6194232154,Natalie,Jones,Internal Medicine,T-012,North Samantha,IL,1,Williams-Carlson Medical School
PH-1379,6261684552,Yesenia,Thompson,Neurology,T-011,Singhland,AL,39,Schultz LLC Medical School
PH-1380,7179899488,Robin,Howard,Internal Medicine,T-017,Munozhaven,OK,33,"Walker, Brown and Wood Medical School"
PH-1381,9567563558,Kenneth,Thomas,Internal Medicine,T-029,South Danielle,CO,21,Moore-Powell Medical School
PH-1382,5650460700,Christopher,Trevino,Nephrology,T-023,Danielbury,AL,6,Hicks-Sosa Medical School
PH-1383,6240871006,Robert,Greene,Family Practice,T-038,Vanessaville,NM,37,Herrera Inc Medical School
PH-1384,7623811522,Jerome,Arnold,Rheumatology,T-008,East Angela,LA,35,Herrera Group Medical School
PH-1385,5283599940,Aaron,Davis,Family Practice,T-024,Shaunville,IN,21,Wu-Garcia Medical School
PH-1386,1350535722,Katie,Schmidt,Hospitalist,T-040,Port Adrian,NE,19,Wilson-Graves Medical School
PH-1387,5780978302,Sara,Smith,Neurology,T-017,North Pattyville,RI,6,Kent-Joseph Medical School
PH-1388,5341952814,Keith,Peters,Pulmonology,T-038,Robertsberg,OH,28,Thompson Ltd Medical School
PH-1389,8893063578,Dawn,Donaldson,Geriatrics,T-037,South Angela,WI,4,Contreras Inc Medical School
PH-1390,3974369905,Lisa,Tran,Family Practice,T-036,Robynstad,OR,13,"Torres, Tate and Gardner Medical School"
PH-1391,4290696904,Michael,Hernandez,Cardiology,T-032,Smithland,VA,17,Price Group Medical School
PH-1392,7337457016,Lucas,Wallace,Gastroenterology,T-019,East Robertside,CA,35,Matthews-Arnold Medical School
PH-1393,2530843769,Christina,Bowman,Internal Medicine,T-028,Phillipsport,NH,1,Heath-White Medical School
PH-1394,0842324234,William,Wang,Cardiology,T-040,Christopherberg,ME,33,Cortez LLC Medical School
PH-1395,3691585574,Meghan,Richards,Hospitalist,T-008,South Grantfort,OK,24,Smith-Ramirez Medical School
PH-1396,5703332959,Kelly,White,Family Practice,T-004,Port Christopher,SC,38,"Dorsey, Taylor and Hughes Medical School"
PH-1397,0402966299,Christopher,Moore,Cardiology,T-009,Phillipsburgh,PA,16,Calderon Inc Medical School
PH-1398,4167821539,Gregory,Sullivan,Gastroenterology,T-031,South Michele,MP,24,Foster and Sons Medical School
PH-1399,5031392804,Amanda,Pace,Family Practice,T-025,Adrianberg,AZ,34,Davis-Richards Medical School
PH-1400,1933359379,Tony,Munoz,Internal Medicine,T-024,North Debbieburgh,VT,9,"Wong, Jordan and Bennett Medical School"
PH-1401,2564718559,Kyle,Acosta,Rheumatology,T-040,East Aaron,WY,10,Acosta-Madden Medical School
PH-1402,2316778145,Nicholas,Alexander,Internal Medicine,T-024,Marymouth,AL,5,"Wilson, Phillips and Sherman Medical School"
PH-1403,3911776665,Brian,Thompson,Cardiology,T-027,Wongchester,CA,16,Johnson PLC Medical School
PH-1404,2815780619,Brian,Anderson,Hematology,T-035,Lake Danielfort,SC,12,"Frazier, Ramos and Hughes Medical School"
PH-1405,7635322371,Amber,Willis,Geriatrics,T-026,Port Devinhaven,VA,34,Holland-Richardson Medical School
PH-1406,3711429430,Billy,Mcmillan,Geriatrics,T-020,South Maria,WI,12,Hudson PLC Medical School
PH-1407,9231324659,Donna,Shaw,Emergency Medicine,T-023,Jamesborough,DC,1,Fischer-Nichols Medical School
PH-1408,4178376591,Nicole,Peterson,Family Practice,T-002,New Donald,CT,30,Maxwell Ltd Medical School
PH-1409,0652664267,Michelle,Mcdowell,Hospitalist,T-021,Bryceberg,NM,25,Holder LLC Medical School
PH-1410,5337565697,Tiffany,Green,Geriatrics,T-022,Dixonshire,NE,21,Martin PLC Medical School
PH-1411,4510462506,Beth,Arellano,Rheumatology,T-033,Murphyside,MA,38,Thomas Ltd Medical School
PH-1412,0627672935,Jacqueline,Austin,Pulmonology,T-015,West Gail,KY,25,Jones PLC Medical School
PH-1413,1465022347,Steven,Riggs,Internal Medicine,T-005,West Reneefort,VA,6,"Ford, Wiley and Brooks Medical School"
PH-1414,8407033982,Clayton,Chavez,Emergency Medicine,T-023,Port John,NV,4,"Simon, Moore and Brown Medical School"
PH-1415,9451676706,James,Mccoy,Nephrology,T-021,Port Michelle,AS,28,"Simmons, Smith and Jones Medical School"
PH-1416,2200848426,Lisa,Mejia,Geriatrics,T-040,East Victoria,IL,23,Sweeney-Lowe Medical School
PH-1417,6082896713,Patrick,Christian,Gastroenterology,T-040,Catherineport,MH,10,Mcdowell-Greene Medical School
PH-1418,0856490132,Jose,Wood,Family Practice,T-008,New Sarahstad,AR,11,"Costa, Baxter and Jones Medical School"
PH-1419,5461758080,Jay,Warren,Oncology,T-005,West Jonathanland,AR,37,Brown-Allen Medical School
PH-1420,5668513538,Cynthia,Garcia,Cardiology,T-038,South Kyle,MD,29,Wagner-Gonzalez Medical School
PH-1421,9016856471,Tony,Ochoa,Internal Medicine,T-002,Barryton,FL,1,Tyler-Sandoval Medical School
PH-1422,6988371611,Michael,Reilly,Gastroenterology,T-030,Pollardhaven,NE,11,Miller PLC Medical School
PH-1423,7675983326,Cameron,Kane,Endocrinology,T-012,Michellemouth,ND,39,Brooks LLC Medical School
PH-1424,5819565728,Mike,Diaz,Internal Medicine,T-008,East Beth,OR,28,"Martin, Moore and Ross Medical School"
PH-1425,2177580158,Lisa,Hickman,General Practice,T-009,Kelleyborough,AL,39,Smith PLC Medical School
PH-1426,5327276698,Lisa,Walker,Hospitalist,T-021,Chadstad,AS,34,"Mckinney, Martin and Martinez Medical School"
PH-1427,8546130873,Shelly,Smith,Cardiology,T-025,Martineztown,SC,12,Cannon-Walker Medical School
PH-1428,2777711842,Luis,Steele,Endocrinology,T-022,Delgadofurt,ID,40,Deleon Inc Medical School
PH-1429,0712102423,Kenneth,Roberts,General Practice,T-001,Lake Tamara,MI,1,"Hopkins, Allison and Holt Medical School"
PH-1430,7719619971,Nicholas,Mckinney,Internal Medicine,T-021,Baileyfurt,MO,15,Russell-Williams Medical School
PH-1431,9683344009,Jennifer,Hernandez,Oncology,T-038,Sierrafurt,TX,35,"Diaz, Deleon and Weber Medical School"
PH-1432,2219143907,Andrew,Steele,Family Practice,T-008,Powerschester,AR,17,Cook Ltd Medical School
PH-1433,9115010162,Robert,Johnson,Family Practice,T-026,East Richardside,OK,13,"Clark, Green and Harrison Medical School"
PH-1434,5978335488,Jennifer,Howard,Cardiology,T-017,New Jacobport,OK,14,Kennedy-Davis Medical School
PH-1435,4638664320,Nancy,Davis,Emergency Medicine,T-035,Schwartzchester,NE,14,Thomas-Stone Medical School
PH-1436,4685492724,Aaron,Cochran,Family Practice,T-015,North Amy,TN,27,Miller Ltd Medical School
PH-1437,6051908543,Madison,Simpson,Hematology,T-031,South Stephanieborough,VA,35,Koch Ltd Medical School
PH-1438,3356369301,Rebecca,Brown,Cardiology,T-005,New Brianshire,IA,22,Tran PLC Medical School
PH-1439,1048028354,Caleb,Stephens,Cardiology,T-023,New Felicia,RI,25,"Hall, Mclean and Mccarthy Medical School"
PH-1440,7661366280,William,Cochran,Neurology,T-005,East Emily,NE,26,"Jones, Farrell and Grimes Medical School"
PH-1441,9474705311,Benjamin,Bailey,Family Practice,T-006,Lake Kimberly,IA,18,Atkins Group Medical School
PH-1442,7397984218,Brenda,Martinez,Family Practice,T-014,Donaldchester,PA,14,Wells Group Medical School
PH-1443,5016767187,Timothy,Kane,Cardiology,T-015,Lake Alyssa,AS,19,Ortiz and Sons Medical School
PH-1444,6885016276,George,Moore,Hematology,T-035,Reynoldsmouth,NY,17,"Robertson, Hudson and Watts Medical School"
PH-1445,7616522898,Tammy,Smith,Neurology,T-020,Beverlybury,AS,36,Cunningham-Rodriguez Medical School
PH-1446,5597772659,Mary,James,Pulmonology,T-040,New Maryside,MN,24,"Patel, Stewart and Glass Medical School"
PH-1447,4171657893,Ashley,Ashley,Neurology,T-017,New Susan,VI,7,Dillon-Bell Medical School
PH-1448,1887114860,Brian,Pearson,Internal Medicine,T-001,North Jenniferburgh,KS,35,Wheeler-Little Medical School
PH-1449,8787570302,Brittany,Smith,Family Practice,T-013,Lake Nataliemouth,SC,6,Brown PLC Medical School
PH-1450,6074290695,Edward,White,Pulmonology,T-014,Port Jaime,PA,37,Nicholson Ltd Medical School
PH-1451,8062007302,Lisa,Floyd,Cardiology,T-004,Curtischester,DC,40,Miles-Andrews Medical School
PH-1452,5374057144,Peter,Alvarado,Internal Medicine,T-028,Rachelfort,KS,16,Le PLC Medical School
PH-1453,7354453451,Juan,Rios,Cardiology,T-026,Gomezhaven,ID,28,"Adkins, Adams and Gonzalez Medical School"
PH-1454,4835862673,Ryan,Myers,Endocrinology,T-002,Zacharybury,FL,31,Valencia Group Medical School
PH-1455,7587089432,Kendra,Santos,Cardiology,T-008,Lake Maria,KS,24,Sanchez-Cantrell Medical School
PH-1456,6958050450,Michael,Le,Hospitalist,T-031,New Joseph,NH,9,Oconnor Inc Medical School
PH-1457,0734293907,Sean,Melendez,Internal Medicine,T-002,Meadowsshire,MD,8,Reid-Weeks Medical School
PH-1458,0380162585,Daniel,Johnson,Cardiology,T-039,Lake Heidi,AL,16,Riddle-Johnson Medical School
PH-1459,2814353127,Candace,Ingram,Family Practice,T-010,Port Jeffrey,NM,38,"Garrison, Chang and Lopez Medical School"
PH-1460,1123590426,Michael,Dyer,Endocrinology,T-005,Edwardchester,MP,29,"James, White and Contreras Medical School"
PH-1461,1085738385,Michael,Peterson,Family Practice,T-034,West Crystalchester,AZ,23,"Colon, Garrett and Richards Medical School"
PH-1462,5117455537,Holly,Bradshaw,Oncology,T-006,Taylorburgh,ND,4,Perry and Sons Medical School
PH-1463,3746121575,Sylvia,Ball,Hematology,T-006,Port Ronald,FM,32,Thompson Group Medical School
PH-1464,0848187620,Brianna,Fitzpatrick,Family Practice,T-015,Duncanland,PA,40,Allen-Tyler Medical School
PH-1465,3995167045,Antonio,Rivera,Endocrinology,T-009,Port David,TX,37,"Cummings, Alexander and Rhodes Medical School"
PH-1466,1234388804,Wayne,Horn,Emergency Medicine,T-006,Lake Kellyberg,AR,3,Wood and Sons Medical School
PH-1467,6450282313,Jonathan,Ruiz,Oncology,T-017,Scottmouth,HI,32,"Lynch, Rodriguez and Rivera Medical School"
PH-1468,9044318343,Ryan,Gilbert,Hospitalist,T-004,Port Christopher,AZ,17,"Delgado, Moore and Zavala Medical School"
PH-1469,7711506291,Stacy,Mayer,Gastroenterology,T-005,South Rebecca,MA,32,Browning and Sons Medical School
PH-1470,2816291087,Jeremy,Montgomery,Pulmonology,T-006,North Brittney,IA,35,Bradley-Jones Medical School
PH-1471,5737671052,Annette,Fleming,Hospitalist,T-020,Smithport,MI,22,"Yang, Pittman and Miller Medical School"
PH-1472,3044500202,Kimberly,Bennett,Hematology,T-011,New Troy,RI,13,Eaton Ltd Medical School
PH-1473,4502958676,Brandon,Wong,General Practice,T-003,West Alanborough,KY,9,Cohen-Stevens Medical School
PH-1474,5418236881,Bradley,Oneal,Neurology,T-023,South Gerald,AR,14,Garcia-Sanchez Medical School
PH-1475,6018422013,Amanda,Payne,Pulmonology,T-009,Lauraburgh,AZ,23,"Singh, Jennings and Jones Medical School"
PH-1476,6816360389,Erica,Frazier,Cardiology,T-005,Mooneyfurt,PA,23,Owens PLC Medical School
PH-1477,9476720005,David,Scott,Family Practice,T-028,Port Brentfort,PW,34,Bryant Group Medical School
PH-1478,3485089512,Jay,Smith,Internal Medicine,T-025,Christopherville,FM,10,"Molina, Dean and Lindsey Medical School"
PH-1479,4545697296,Maurice,Price,Emergency Medicine,T-030,New Jacobchester,NM,25,Young Group Medical School
PH-1480,1886263956,Daniel,Harmon,Pulmonology,T-034,Mcleanmouth,ND,10,Case LLC Medical School
PH-1481,5737138874,Madeline,Williams,Internal Medicine,T-011,East Grace,VT,21,Contreras-Ali Medical School
PH-1482,4466276330,Kenneth,Frazier,Oncology,T-007,Port Stephenville,TX,17,Thompson-Lambert Medical School
PH-1483,5248319686,Jared,Leblanc,Internal Medicine,T-002,Timothyview,MS,12,Bennett-Davila Medical School
PH-1484,6987036883,Aaron,Ramirez,Cardiology,T-018,South Felicia,PW,11,"Perez, Daniel and Vaughn Medical School"
PH-1485,1592291270,Patrick,George,Family Practice,T-018,Calebview,AR,35,Newton-Jennings Medical School
PH-1486,9118722824,Timothy,Stone,Cardiology,T-026,North Amandamouth,UT,16,"Barton, Shah and Pearson Medical School"
PH-1487,7578984974,Bonnie,Cole,Cardiology,T-012,West Evanberg,CT,13,Martinez-Ramirez Medical School
PH-1488,6565818981,Wanda,Vance,Nephrology,T-002,South Chaseborough,SC,26,"Dickerson, Grimes and Edwards Medical School"
